Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Никошков,Александр,муж,31,173,Москва,ведущий инженер,20000,да
Никуленков,Александр,муж,49,172,Рязань,учитель,250000,нет
Никульчев,Никита,муж,23,166,Омск,конструктор,40000,да
Никульченков,Никита,муж,46,182,Санкт-Петербург,инженер,100000,нет
Нилогова,Диана,жен,46,163,Казань,инженер,50000,нет
Нисифоров,Сергей,муж,33,165,Омск,кондитер,600000,нет
Ниспоплюева,Марина,жен,52,181,Мурманск,директор предприятия,40000,да
Ниткина,Юлия,жен,48,172,Владимир,инженер,30000,нет
Нишуков,Никита,муж,19,159,Омск,руководитель группы,35000,да
Ниязова,Марина,жен,37,180,Рязань,ведущий инженер,25000,да
Новгородцев,Александр,муж,53,178,Мурманск,конструктор,400000,нет
Новодарова,Анна,жен,59,176,Омск,учитель,50000,да
Новоточина,Кристина,жен,58,165,Уфа,конструктор,700000,да
Новочадова,Евгения,жен,41,189,Уфа,учитель,800000,нет
Ногайбаева,Ольга,жен,32,187,Уфа,учитель,50000,нет
Ногтива,Евгения,жен,29,183,Владимир,бухгалтер,35000,нет
Ножичкова,Дарья,жен,55,188,Мурманск,директор предприятия,70000,да
Ноздренкова,Дарья,жен,30,164,Калининград,конструктор,90000,да
Нолуманова,Мария,жен,32,162,Ачинск,руководитель группы,500000,да
Носорев,Пётр,муж,35,183,Владимир,руководитель группы,600000,нет
Носяков,Александр,муж,18,187,Омск,инженер,600000,нет
Нрусов,Александр,муж,34,157,Санкт-Петербург,конструктор,70000,нет
Нумеров,Антон,муж,43,170,Калининград,кондитер,250000,да
Нуралина,Евгения,жен,20,175,Санкт-Петербург,директор предприятия,700000,да
Нуриахметов,Антон,муж,51,172,Калининград,кондитер,300000,нет
Нурмехаметов,Никита,муж,33,176,Санкт-Петербург,ведущий инженер,800000,нет
Нуруллаев,Антон,муж,34,158,Казань,кондитер,70000,да
Нурченков,Михаил,муж,33,160,Санкт-Петербург,конструктор,30000,да
Нырнов,Никита,муж,55,156,Санкт-Петербург,учитель,60000,нет
Нюкалова,Евгения,жен,25,179,Ачинск,ведущий инженер,500000,нет
Обабков,Андрей,муж,27,159,Мурманск,бухгалтер,200000,да
Обезов,Никита,муж,56,173,Владимир,бухгалтер,600000,да
Обехова,Дарья,жен,35,185,Ачинск,кондитер,150000,нет
Облесов,Михаил,муж,27,159,Калининград,конструктор,700000,нет
Обливина,Диана,жен,55,160,Казань,учитель,40000,нет
Оболонков,Александр,муж,24,157,Уфа,кондитер,150000,да
Обручев,Сергей,муж,39,173,Москва,инженер,500000,да
Обученкова,Анна,жен,47,181,Омск,директор предприятия,25000,нет
Обушенков,Максим,муж,30,188,Мурманск,бухгалтер,30000,нет
Обыденова,Ольга,жен,42,165,Омск,руководитель группы,400000,нет
Овезниязова,Евгения,жен,37,189,Калининград,кондитер,90000,да
Овтина,Анастасия,жен,36,181,Омск,ведущий инженер,350000,нет
Овчухова,Анастасия,жен,49,176,Рязань,директор предприятия,50000,нет
Огнивцев,Андрей,муж,45,172,Мурманск,ведущий инженер,40000,нет
Огрызнов,Сергей,муж,18,161,Калининград,кондитер,40000,да
Огурков,Сергей,муж,47,155,Москва,ведущий инженер,500000,нет
Одновалова,Юлия,жен,23,187,Ачинск,учитель,80000,нет
Однодворов,Антон,муж,20,166,Санкт-Петербург,бухгалтер,200000,нет
Одоев,Андрей,муж,25,183,Мурманск,инженер,350000,да
Ожерельцев,Максим,муж,18,172,Москва,инженер,700000,да
Озаева,Кристина,жен,24,184,Уфа,инженер,900000,нет
Озарнина,Анастасия,жен,31,187,Омск,ведущий инженер,500000,нет
